id,industry,location,funding_rounds,total_funding_inr,team_size,competitor_density,founder_experience_years,has_patent,success
331,Food & Beverage,Chhattisgarh - Durg,3,86484360.97756198,6,16,0,0,0
332,E-commerce,Manipur - Noney,1,23361349.591105305,37,5,3,0,0
333,Fashion,Rajasthan - Tonk,5,89375356.90594508,36,21,17,0,1
334,Retail,Jharkhand - Ramgarh,5,260195697.7214107,47,24,4,0,1
335,CleanEnergy,Gujarat - Mahisagar,2,46371846.445545755,46,16,0,0,0
336,Healthcare,Rajasthan - Sawai Madhopur,3,99336218.31285603,57,17,0,0,0
337,Retail,Telangana - Sangareddy,3,174539174.84753492,24,9,4,0,0
338,DeepTech,Arunachal Pradesh - West Kameng,4,258148777.50301525,6,22,17,0,1
339,FinTech,Assam - Jorhat,2,57214699.65316786,45,2,8,0,0
340,Gaming,Kerala - Thiruvananthapuram,4,272840027.13481295,58,19,9,0,1
341,Manufacturing,Punjab - Faridkot,2,18693510.45287606,29,17,6,0,0
342,PropTech,Manipur - Tamenglong,3,236821379.086675,24,5,14,0,0
343,Manufacturing,Kerala - Thrissur,4,145062939.49048135,43,2,13,0,0
344,Logistics,Haryana - Mewat,2,58732782.48188959,35,11,3,0,0
345,Entertainment,Maharashtra - Nandurbar,3,222827042.87772292,32,1,13,1,0
346,Automotive,Odisha - Boudh,3,44787530.74820796,8,9,6,0,1
347,SaaS,West Bengal - Kolkata,1,31834903.429934,8,6,7,0,1
348,SaaS,West Bengal - Burdwan (Bardhaman),4,127670335.39959006,5,11,23,1,1
349,Entertainment,Uttar Pradesh - Ghazipur,1,36827127.385004476,45,8,7,0,1
350,Travel & Tourism,Lakshadweep (UT) - Bithra,3,205876292.35517728,33,13,4,0,0
351,DeepTech,Chhattisgarh - Narayanpur,4,274814445.2178169,29,12,22,0,1
352,Food & Beverage,Gujarat - Porbandar,4,197491189.02238417,57,9,10,1,0
353,AI/ML,Dadra and Nagar Haveli (UT) - Dadra & Nagar Haveli,5,396909535.77692735,5,15,22,0,1
354,Automotive,Assam - Udalguri,2,136624116.7620393,40,5,1,0,1
355,AgriTech,Maharashtra - Pune,5,280400972.4875855,53,15,14,0,1
356,EdTech,Madhya Pradesh - Ujjain,5,99796908.43736944,46,2,18,1,1
357,FinTech,Karnataka - Kalaburagi (Gulbarga),3,138689416.24577296,9,15,17,0,1
358,Gaming,Madhya Pradesh - Singrauli,2,42086010.999105014,15,20,14,0,1
359,D2C Brands,Gujarat - Narmada (Rajpipla),5,138121087.37110087,31,3,18,0,1
360,Logistics,Assam - Kamrup Metropolitan,5,282198927.86536324,4,10,24,0,1
361,Logistics,Madhya Pradesh - Chhindwara,4,75325914.13972771,3,7,6,0,0
362,EdTech,Uttar Pradesh - Jalaun,3,35439221.21919876,11,10,3,0,0
363,CleanEnergy,Telangana - Nalgonda,5,224329597.18587792,7,10,13,0,1
364,Healthcare,Delhi (NCT) - South East Delhi,2,10142718.867995296,56,8,7,1,0
365,AI/ML,Karnataka - Davangere,1,50668651.11733432,8,13,22,0,1
366,Retail,Gujarat - Bharuch,1,72600618.5901456,17,21,9,1,0
367,DeepTech,Rajasthan - Banswara,3,57804604.99424947,7,2,12,1,1
368,Automotive,Madhya Pradesh - Singrauli,1,33707684.61186342,17,12,5,0,0
369,E-commerce,Madhya Pradesh - Bhopal,4,294909948.53154975,28,9,3,1,1
370,Gaming,Uttar Pradesh - Firozabad,4,231161354.06557205,57,1,4,1,1
371,DeepTech,Kerala - Kollam,2,30297057.649701256,13,21,9,1,1
372,PropTech,Punjab - Kapurthala,3,100948767.55495077,23,12,23,0,1
373,Retail,Tamil Nadu - Cuddalore,3,185098915.79375345,16,12,12,1,1
374,Fashion,Kerala - Thiruvananthapuram,1,54858335.46026839,23,3,18,0,1
375,Food & Beverage,Odisha - Kendujhar (Keonjhar),5,83371988.47363383,36,24,10,0,0
376,Entertainment,Jharkhand - Bokaro,5,48430781.323159374,49,8,18,0,1
377,Travel & Tourism,Uttar Pradesh - Etah,5,280624304.971768,51,13,4,1,1
378,Entertainment,Rajasthan - Dausa,2,101353417.28734879,16,17,24,0,1
379,EdTech,Gujarat - Rajkot,3,28352108.443151176,24,20,4,0,0
380,D2C Brands,Manipur - Kakching,1,78110891.86580598,39,10,0,0,1
381,Web3,Madhya Pradesh - Tikamgarh,2,47865785.65206297,50,15,20,0,0
382,Logistics,Arunachal Pradesh - East Siang,4,135807064.5929398,3,24,8,0,0
383,D2C Brands,Madhya Pradesh - Alirajpur,4,73279246.772441,3,9,6,0,0
384,FinTech,Rajasthan - Jhunjhunu,4,268556651.0620271,50,18,8,0,1
385,FinTech,Karnataka - Gadag,3,231577846.90309793,20,8,9,0,0
386,Automotive,Telangana - Warangal (Urban),4,83991702.00890407,6,14,20,0,0
387,SaaS,Uttarakhand - Nainital,5,131188406.52365485,5,11,2,0,1
388,PropTech,Jammu and Kashmir - Leh,4,231954795.64530158,29,13,17,1,1
389,Gaming,Uttar Pradesh - Hathras,2,89183379.0327903,19,16,8,0,1
390,Retail,Chhattisgarh - Baloda Bazar,4,51520246.294153735,41,14,4,0,1
391,D2C Brands,Gujarat - Rajkot,5,373232236.34286577,42,9,10,0,1
392,FinTech,Madhya Pradesh - Ashoknagar,4,203345332.69466487,57,9,0,0,0
393,PropTech,Karnataka - Ramanagara,1,27594313.2420435,56,19,1,0,0
394,CleanEnergy,Madhya Pradesh - Damoh,5,208676173.38174444,59,5,17,0,0
395,EdTech,Uttar Pradesh - Ghaziabad,3,127555541.61006641,51,15,19,0,0
396,E-commerce,Madhya Pradesh - Sehore,4,177625328.81494686,32,11,13,0,0
397,Logistics,Arunachal Pradesh - Tawang,2,84595854.70814233,23,19,21,1,1
398,PropTech,Karnataka - Dharwad,4,188537975.91497803,12,6,7,0,1
399,Entertainment,Bihar - Banka,2,69002905.08385809,49,10,18,1,1
400,EdTech,Haryana - Mahendragarh,1,15962202.138240235,17,16,13,0,0
401,Manufacturing,Rajasthan - Jalore,3,164531199.57095602,5,5,13,0,1
402,EdTech,Chandigarh (UT) - Chandigarh,5,322182436.469579,22,18,21,0,0
403,Automotive,Haryana - Mewat,5,340381826.18212587,42,19,19,1,1
404,Travel & Tourism,Delhi (NCT) - South East Delhi,3,19939223.79664685,46,23,7,0,0
405,Manufacturing,Madhya Pradesh - Raisen,1,35346899.76660088,26,10,8,0,1
406,DeepTech,Meghalaya - Ri Bhoi,1,78382868.14510296,21,10,24,0,1
407,EdTech,Odisha - Mayurbhanj,4,38768929.654144086,9,12,13,0,1
408,Logistics,Uttar Pradesh - Pilibhit,1,63916557.071719155,44,21,11,0,0
409,PropTech,Himachal Pradesh - Una,4,57833885.27226881,54,3,12,0,1
410,PropTech,Bihar - Patna,2,133695874.10378729,10,4,5,1,0
411,D2C Brands,Jharkhand - Seraikela-Kharsawan,3,166249792.27193692,19,22,13,0,0
412,CleanEnergy,Telangana - Adilabad,2,118754963.24340552,32,24,14,0,1
413,Healthcare,Sikkim - South Sikkim,2,156598172.44806576,53,12,1,0,0
414,FinTech,Karnataka - Raichur,2,150922567.46603364,36,7,17,0,1
415,EdTech,Punjab - Amritsar,2,55655722.36182619,56,12,9,1,1
416,Food & Beverage,Maharashtra - Beed,5,165706194.7617344,31,3,24,1,1
417,EdTech,Bihar - Aurangabad,1,35538628.639216214,19,18,20,0,0
418,Healthcare,Maharashtra - Hingoli,3,55629349.476236075,20,19,6,0,0
419,SaaS,Karnataka - Kalaburagi (Gulbarga),3,100755348.56203517,42,5,21,0,0
420,DeepTech,Kerala - Palakkad,2,156853730.14797905,25,14,24,0,1
421,Food & Beverage,Jharkhand - Pakur,3,125151683.05829434,51,23,4,1,0
422,Entertainment,Uttar Pradesh - Moradabad,4,305780266.6463838,23,8,7,1,0
423,FinTech,Uttar Pradesh - Sant Kabir Nagar,3,31078043.01697804,49,22,19,1,1
424,EdTech,Karnataka - Ballari (Bellary),2,15892828.799558863,15,15,12,0,0
425,Retail,Uttar Pradesh - Shravasti,3,144449280.0658055,20,16,6,1,1
426,Healthcare,West Bengal - North 24 Parganas,1,60219034.34666911,30,18,24,0,0
427,PropTech,Meghalaya - Ri Bhoi,2,42618851.79922649,23,11,17,0,1
428,PropTech,Himachal Pradesh - Shimla,5,213759433.21612713,31,2,8,0,1
429,SaaS,Uttar Pradesh - Kanshiram Nagar (Kasganj),1,70470537.51110286,16,10,11,0,1
430,Travel & Tourism,Bihar - Sheohar,3,186388001.1010051,22,11,23,0,1
431,DeepTech,Chhattisgarh - Bijapur,5,111930219.22480309,27,5,16,0,1
432,Logistics,Lakshadweep (UT) - Amini,1,30085356.147217304,37,21,9,0,0
433,Fashion,Uttar Pradesh - Mahoba,4,111737380.42845838,13,17,6,0,1
434,E-commerce,Odisha - Puri,1,58963017.60031297,8,1,20,1,1
435,FinTech,Tamil Nadu - Dindigul,5,388067930.39565915,12,14,4,0,0
436,FinTech,Chhattisgarh - Bijapur,4,104023533.04389402,59,15,22,1,1
437,Entertainment,Bihar - Madhepura,3,147367616.898311,40,7,14,0,1
438,AgriTech,Haryana - Ambala,2,158283775.5599483,21,8,15,0,1
439,EdTech,Telangana - Rangareddy,3,50455374.78268024,36,16,15,1,0
440,Logistics,Gujarat - Junagadh,2,108862347.26776098,5,13,9,1,1
441,E-commerce,Bihar - Muzaffarpur,2,59798214.57187954,3,5,13,1,1
442,FinTech,Odisha - Boudh,5,396875709.19617087,21,3,19,1,1
443,FinTech,Jammu and Kashmir - Udhampur,4,52631406.504605025,48,13,16,0,0
444,Gaming,Rajasthan - Sikar,4,155376985.1127783,21,19,5,0,0
445,Food & Beverage,Uttar Pradesh - Mainpuri,1,24123002.220990602,13,12,0,0,0
446,AgriTech,Assam - Morigaon,3,22128526.845741194,54,19,10,1,0
447,Logistics,Sikkim - West Sikkim,5,386348939.33636177,18,17,0,1,0
448,Retail,Uttarakhand - Dehradun,3,142838671.70802596,19,11,11,1,0
449,Logistics,Maharashtra - Washim,1,57559036.72538774,41,3,23,0,0
450,Manufacturing,Uttar Pradesh - Mainpuri,1,51520620.82980299,25,2,19,0,0
451,SaaS,Uttar Pradesh - Jaunpur,5,80677602.47421533,9,24,14,1,1
452,Entertainment,Rajasthan - Dungarpur,1,17792030.28818209,38,14,4,0,0
453,Fashion,Haryana - Palwal,5,259917071.23942268,57,22,9,0,0
454,E-commerce,Assam - Goalpara,1,63485713.715358295,42,21,16,1,1
455,Travel & Tourism,Rajasthan - Pali,4,203321060.60921165,31,17,9,0,0
456,Gaming,Maharashtra - Satara,5,238890202.5924149,21,2,6,0,1
457,Food & Beverage,Uttar Pradesh - Jalaun,4,243788695.52224475,53,18,17,1,0
458,SaaS,Bihar - Bhojpur,4,93082507.12504621,24,23,5,1,0
459,Entertainment,Manipur - Tamenglong,5,299367305.9860062,38,15,8,0,0
460,Web3,Uttar Pradesh - Ghaziabad,3,107524600.12249017,11,12,1,0,0
461,CleanEnergy,Uttarakhand - Almora,2,111107513.9306173,34,16,21,1,1
462,Healthcare,Madhya Pradesh - Gwalior,1,25603748.98071306,25,16,11,1,0
463,D2C Brands,Uttar Pradesh - Auraiya,1,15309871.343993016,37,7,4,0,0
464,Fashion,Uttar Pradesh - RaeBareli,3,21560778.677063487,57,6,14,1,1
465,Retail,Telangana - Adilabad,2,130521131.27125725,17,14,12,0,1
466,AgriTech,Kerala - Kannur,3,59318074.10459932,51,8,1,0,0
467,Healthcare,Bihar - Khagaria,2,64519652.520078085,29,20,14,1,1
468,D2C Brands,Arunachal Pradesh - West Kameng,5,313320599.0348869,13,24,13,0,0
469,Healthcare,Dadra and Nagar Haveli (UT) - Dadra & Nagar Haveli,5,193818225.7064814,21,19,8,0,0
470,Food & Beverage,Odisha - Sonepur,4,85264675.64183837,48,19,15,0,0
471,EdTech,Uttar Pradesh - Auraiya,4,78428720.8964687,19,12,1,0,0
472,Web3,Madhya Pradesh - Anuppur,5,177975755.17011702,38,9,0,1,0
473,E-commerce,Maharashtra - Parbhani,4,189552909.78303626,59,9,24,0,1
474,Travel & Tourism,Odisha - Sundargarh,5,172131886.3828632,27,5,8,0,0
475,E-commerce,Uttar Pradesh - Barabanki,3,218528154.19938433,47,14,24,0,0
476,PropTech,Maharashtra - Ahmednagar,1,5287552.273508099,57,1,23,0,1
477,Healthcare,Madhya Pradesh - Vidisha,5,175754351.26217422,8,3,19,0,1
478,Fashion,Karnataka - Tumakuru (Tumkur),5,303563077.83059335,44,11,13,0,0
479,Travel & Tourism,Maharashtra - Gondia,5,359084168.9252314,48,21,24,0,1
480,CleanEnergy,Uttar Pradesh - Sant Kabir Nagar,4,127520545.27812144,22,4,1,1,0
481,EdTech,Odisha - Jharsuguda,4,222076738.81167835,44,20,0,0,1
482,Logistics,Telangana - Nizamabad,4,194104625.90551192,33,1,9,0,1
483,Travel & Tourism,Andhra Pradesh - YSR Kadapa,4,80459739.96114826,8,6,22,1,0
484,Retail,Rajasthan - Sri Ganganagar,3,168212478.828405,54,10,21,0,1
485,E-commerce,Gujarat - Mahisagar,5,118586727.98743851,24,4,18,0,1
486,Web3,Karnataka - Chikballapur,3,191379225.03540438,21,17,17,1,1
487,Travel & Tourism,Bihar - Aurangabad,4,279770358.55031943,21,22,23,0,1
488,Travel & Tourism,Madhya Pradesh - Alirajpur,3,122645016.8133452,33,21,19,0,0
489,DeepTech,Maharashtra - Dhule,5,45296721.750239775,27,5,21,0,1
490,PropTech,Bihar - Munger (Monghyr),5,301507209.6093207,37,2,19,1,1
491,Retail,Uttar Pradesh - Varanasi,4,160164548.54206422,25,1,10,0,0
492,Entertainment,Jharkhand - Ramgarh,5,60444711.27653059,2,16,8,0,0
493,Travel & Tourism,Jammu and Kashmir - Anantnag,3,89505829.7410843,59,7,14,0,0
494,Healthcare,Odisha - Angul,2,53596172.47896856,54,21,15,0,0
495,Logistics,Tamil Nadu - Chennai,5,297384774.4652114,29,3,12,1,1
496,Web3,Delhi (NCT) - North East  Delhi,3,110415008.59777401,27,14,20,1,1
497,Entertainment,Gujarat - Devbhoomi Dwarka,3,147085732.35375565,35,22,5,0,0
498,Logistics,Arunachal Pradesh - Changlang,3,127747187.67680043,27,19,24,1,0
499,Web3,Gujarat - Anand,5,296596348.0897052,37,16,14,1,1
500,CleanEnergy,Jharkhand - Seraikela-Kharsawan,2,117707626.8615888,6,22,14,0,0
501,Manufacturing,Karnataka - Kalaburagi (Gulbarga),4,154636949.72767493,57,6,21,0,1
502,DeepTech,Karnataka - Raichur,4,60509999.53939951,3,24,17,1,1
503,Entertainment,Tripura - Sepahijala,5,177953633.29332054,33,1,10,1,1
504,Automotive,Sikkim - West Sikkim,5,85050705.96557438,35,7,0,1,1
505,PropTech,Telangana - Wanaparthy,1,76936843.67040166,51,11,13,0,1
506,D2C Brands,Goa - North Goa,2,152521614.7000206,31,18,24,0,1
507,EdTech,Uttar Pradesh - Gautam Buddha Nagar,3,117754274.01425669,25,9,1,1,0
508,E-commerce,Assam - West Karbi Anglong,3,21216272.072183263,29,22,1,0,0
509,Logistics,Tamil Nadu - Tiruvannamalai,4,132393106.86991921,47,3,19,0,1
510,DeepTech,Karnataka - Kalaburagi (Gulbarga),5,360660253.2484242,4,24,9,1,1
511,D2C Brands,Nagaland - Mokokchung,2,53203170.38701935,54,23,15,0,1
512,Healthcare,Maharashtra - Solapur,4,206593953.33758008,51,8,2,0,0
513,D2C Brands,Chhattisgarh - Raigarh,2,37590584.33568704,55,8,13,0,0
514,PropTech,Madhya Pradesh - Hoshangabad,5,334436577.1318152,11,23,22,0,1
515,CleanEnergy,Puducherry (UT) - Pondicherry,3,215676897.19454288,7,1,6,1,0
516,Retail,West Bengal - South 24 Parganas,1,51133977.20226529,35,10,18,1,1
517,D2C Brands,Haryana - Faridabad,2,103564372.09125744,32,15,18,0,1
518,Food & Beverage,Gujarat - Mehsana,3,100176006.61570123,53,10,24,0,0
519,CleanEnergy,Uttar Pradesh - Moradabad,2,116063704.84307623,44,8,22,0,0
520,Manufacturing,Jharkhand - Seraikela-Kharsawan,2,81769237.97943628,51,21,18,0,1
521,EdTech,West Bengal - North 24 Parganas,2,121823030.18890852,47,2,2,0,0
522,E-commerce,Uttar Pradesh - Chandauli,5,388191960.89415646,59,18,12,1,1
523,AgriTech,Tamil Nadu - Perambalur,4,266712759.213484,53,2,18,1,1
524,AgriTech,Rajasthan - Alwar,2,87599686.69581906,14,21,24,1,1
525,Fashion,Rajasthan - Jaipur,5,392083193.35619557,40,19,13,1,1
526,Automotive,Odisha - Mayurbhanj,1,50531167.20262938,54,22,7,0,0
527,Logistics,Gujarat - Devbhoomi Dwarka,4,39461725.868751004,59,9,22,0,1
528,Web3,Karnataka - Udupi,5,298887858.89506304,21,10,7,1,0
529,Food & Beverage,Madhya Pradesh - Jhabua,1,66504659.80629414,33,4,16,0,0
530,Logistics,Punjab - Rupnagar,4,60451821.79109879,11,21,24,0,0
531,Travel & Tourism,Chandigarh (UT) - Chandigarh,5,279733737.43027556,27,1,20,1,1
532,AI/ML,Odisha - Puri,1,74068748.05281445,20,11,4,0,1
533,CleanEnergy,Telangana - Suryapet,5,119284732.31356403,30,22,4,1,0
534,Manufacturing,Odisha - Jharsuguda,1,48875645.66524046,14,2,24,0,1
535,Retail,Puducherry (UT) - Yanam,2,51188242.698721185,55,23,20,0,1
536,Gaming,West Bengal - Birbhum,2,126161112.22110593,35,4,1,0,0
537,Food & Beverage,Gujarat - Aravalli,4,194198011.16739953,21,15,21,1,1
538,Web3,Uttar Pradesh - Deoria,1,37105726.07922817,45,20,22,1,1
539,Fashion,Goa - South Goa,2,14348198.355464544,41,13,10,0,0
540,SaaS,Haryana - Gurgaon,4,303439684.3754739,19,1,14,1,1
541,EdTech,Uttar Pradesh - Farrukhabad,3,126991336.42013544,58,22,22,0,0
542,EdTech,Chhattisgarh - Sukma,2,130616431.47495937,35,2,6,0,0
543,AI/ML,Odisha - Balasore,2,68784236.6907112,49,6,10,0,1
544,Entertainment,Rajasthan - Churu,5,343413863.87958395,9,7,1,0,0
545,Gaming,Punjab - Gurdaspur,3,51008763.84574784,17,19,5,0,0
546,PropTech,Odisha - Rayagada,1,22362043.40386193,41,4,8,1,1
547,Retail,Karnataka - Bagalkot,4,120017418.78383084,24,18,16,0,1
548,FinTech,Rajasthan - Udaipur,3,34933950.89797345,33,23,18,0,1
549,DeepTech,Odisha - Gajapati,1,38288070.70252942,14,9,11,0,1
550,Travel & Tourism,Rajasthan - Sri Ganganagar,2,82888658.32949963,27,21,5,0,0
551,CleanEnergy,Uttar Pradesh - Ballia,4,54439999.3239788,39,11,15,0,1
552,Retail,Uttar Pradesh - Moradabad,4,148129611.8719259,2,5,22,0,1
553,Healthcare,Kerala - Idukki,3,59391611.4054719,3,24,1,0,0
554,Healthcare,Mizoram - Lunglei,5,353204413.6683798,40,1,23,1,1
555,AI/ML,Karnataka - Dharwad,1,43197006.80821544,14,2,10,0,1
556,Entertainment,Telangana - Mancherial,3,229192382.017444,28,23,14,1,1
557,Logistics,Lakshadweep (UT) - Amini,5,153036810.07209098,5,3,5,0,1
558,CleanEnergy,Maharashtra - Dhule,5,153023178.53378153,42,22,24,0,1
559,Food & Beverage,Gujarat - Chhota Udepur,5,152016942.55654335,52,17,8,1,0
560,Entertainment,Haryana - Yamunanagar,4,100485354.16651857,21,24,8,0,0
561,CleanEnergy,Uttar Pradesh - Hamirpur,1,63817746.14266355,4,2,24,1,1
562,E-commerce,Bihar - Buxar,1,26205560.83935492,24,1,17,0,0
563,Retail,Maharashtra - Jalgaon,3,79802973.01022057,3,2,12,0,0
564,Retail,Kerala - Thiruvananthapuram,2,17034438.799844064,17,8,22,0,1
565,Fashion,Assam - Sivasagar,3,232206310.85367617,11,13,4,0,0
566,DeepTech,Tamil Nadu - Tiruvannamalai,1,71472038.6635255,29,14,24,0,1
567,Gaming,Chhattisgarh - Baloda Bazar,4,107752896.75275695,45,21,16,1,1
568,Web3,Haryana - Fatehabad,3,132173033.39046025,19,12,22,0,1
569,CleanEnergy,Jammu and Kashmir - Leh,2,82411764.45166832,3,9,20,0,1
570,FinTech,Assam - Hailakandi,3,34733196.71829471,15,19,10,1,0
571,E-commerce,Karnataka - Bidar,5,224198927.03909105,45,24,8,0,0
572,Retail,Jharkhand - Lohardaga,2,26998989.53369618,21,20,22,0,0
573,Travel & Tourism,Bihar - Madhepura,5,187783609.9836436,57,7,19,1,1
574,FinTech,Gujarat - Vadodara,4,46341286.058305144,57,10,23,1,1
575,AI/ML,Arunachal Pradesh - Upper Siang,1,49168713.92654006,57,24,8,1,0
576,D2C Brands,Maharashtra - Nandurbar,3,26026998.83832197,41,3,8,0,1
577,AI/ML,Jammu and Kashmir - Ganderbal,3,156396441.79431567,24,19,9,0,0
578,Logistics,Maharashtra - Satara,5,290206925.97680557,55,17,19,0,0
579,Retail,Rajasthan - Bharatpur,5,239073697.40412638,8,8,5,1,0
580,Retail,Tamil Nadu - Salem,1,40211752.28074275,46,18,3,1,0
581,Automotive,Nagaland - Kiphire,3,28678358.92550672,48,7,0,0,1
582,D2C Brands,Gujarat - Porbandar,1,5851495.3180465745,15,7,5,0,0
583,PropTech,Lakshadweep (UT) - Chethlath,5,153411823.47899032,38,23,23,0,1
584,D2C Brands,Karnataka - Davangere,5,314219662.7740491,9,20,5,0,0
585,AgriTech,Assam - Baksa,2,107091684.24510555,51,23,11,0,1
586,EdTech,Jammu and Kashmir - Anantnag,5,71980353.89894812,6,16,2,0,0
587,Healthcare,West Bengal - South 24 Parganas,5,282977186.20138556,24,15,12,0,1
588,E-commerce,Uttar Pradesh - Kaushambi,1,48118669.28082516,42,14,23,1,1
589,Entertainment,Manipur - Imphal West,2,35008479.03185083,11,16,9,0,0
590,DeepTech,Rajasthan - Dungarpur,2,123295246.21319199,50,24,8,0,1
591,Fashion,Karnataka - Chamarajanagar,3,201818514.45363718,28,9,16,0,1
592,Automotive,Uttar Pradesh - Balrampur,4,89767229.50208716,58,23,10,0,0
593,Web3,Odisha - Puri,3,158074416.00674632,36,22,5,0,1
594,Travel & Tourism,Madhya Pradesh - Bhopal,3,100079808.05180748,2,21,9,1,1
595,Manufacturing,Madhya Pradesh - Sehore,3,28153724.591824327,8,10,23,1,0
596,Automotive,Bihar - Muzaffarpur,2,139202983.5829415,48,15,17,0,0
597,FinTech,Assam - Darrang,1,66555836.072132565,52,23,13,1,0
598,D2C Brands,Madhya Pradesh - Ujjain,5,144228440.55255824,9,10,3,0,0
599,E-commerce,Uttar Pradesh - Kanshiram Nagar (Kasganj),2,89725775.0215763,12,2,12,1,1
600,PropTech,Haryana - Sirsa,5,217138614.77939323,35,5,0,0,1
601,AgriTech,Madhya Pradesh - Umaria,5,91547174.26380995,53,8,19,0,1
602,Logistics,Karnataka - Tumakuru (Tumkur),4,63702172.5187209,29,6,1,0,0
603,Food & Beverage,Telangana - Warangal (Rural),3,204960271.96613386,35,6,2,1,0
604,PropTech,Puducherry (UT) - Mahe,4,280207434.35233176,44,1,19,0,1
605,Gaming,Uttar Pradesh - Ballia,3,178165434.7726808,21,16,2,0,1
606,AI/ML,Punjab - Patiala,2,20914828.75111699,29,18,5,1,1
607,Logistics,Uttar Pradesh - Balrampur,5,365928315.7151595,50,3,6,0,1
608,D2C Brands,Assam - Kamrup,4,314225820.45749986,43,7,10,1,0
609,Gaming,Bihar - Supaul,2,126342089.36345641,38,12,6,0,0
610,Healthcare,Madhya Pradesh - Shivpuri,2,63011900.23700344,4,10,16,1,0
611,Gaming,Meghalaya - Ri Bhoi,3,106299323.7794213,10,22,20,0,1
612,Fashion,Uttar Pradesh - Sultanpur,5,351113772.542488,53,21,18,1,1
613,EdTech,Himachal Pradesh - Bilaspur,3,78041874.2003255,23,10,11,0,0
614,Web3,Arunachal Pradesh - Tawang,3,46917962.50106461,26,23,0,1,0
615,Healthcare,Uttarakhand - Chamoli,2,133420643.75072281,3,9,0,0,0
616,Travel & Tourism,Uttar Pradesh - Allahabad,3,58499823.81277867,24,11,17,0,1
617,Web3,Odisha - Malkangiri,1,73047487.15627867,52,19,9,0,1
618,FinTech,Odisha - Kendrapara,5,248380797.6310334,18,8,23,0,0
619,D2C Brands,Kerala - Thiruvananthapuram,3,139958216.78357065,58,18,19,0,1
620,DeepTech,Telangana - Yadadri Bhuvanagiri,3,189543599.5650384,26,4,2,0,0
621,Retail,Meghalaya - South West Khasi Hills,4,24939586.462153256,13,2,13,0,1
622,PropTech,Uttar Pradesh - Gautam Buddha Nagar,5,292577123.6574508,28,13,7,0,0
623,Retail,Chhattisgarh - Bastar,5,249435232.89764285,21,23,15,0,1
624,Manufacturing,Uttar Pradesh - Lalitpur,3,132850654.7618146,10,14,17,1,1
625,E-commerce,Tamil Nadu - Thoothukudi (Tuticorin),1,21299459.24942898,24,20,8,1,0
626,AI/ML,Rajasthan - Chittorgarh,4,268830333.42765975,37,22,3,0,0
627,Fashion,Bihar - Araria,1,23798774.218045212,29,24,24,0,0
628,Entertainment,Jharkhand - Giridih,3,125198896.91061667,51,15,0,0,0
629,EdTech,Maharashtra - Nashik,5,84280129.72892398,49,13,20,1,1
630,Automotive,Uttar Pradesh - Etah,5,390141327.6565285,30,6,22,0,1
631,SaaS,Lakshadweep (UT) - Amini,1,19589966.32347763,54,20,13,1,1
632,Food & Beverage,Madhya Pradesh - Ratlam,2,130482760.21407206,57,6,10,0,1
633,Fashion,Assam - Udalguri,3,74192831.43667153,43,1,3,0,0
634,Retail,Odisha - Ganjam,5,121016214.0279994,59,15,20,1,1
635,EdTech,Madhya Pradesh - Narsinghpur,2,73256558.33556515,55,6,15,0,1
636,FinTech,Madhya Pradesh - Bhopal,5,342192848.3876879,33,15,8,0,0
637,FinTech,Uttar Pradesh - Jhansi,5,282834031.55482054,13,15,21,0,1
638,Fashion,Telangana - Siddipet,2,140745226.65600058,31,14,13,0,1
639,Automotive,Arunachal Pradesh - Tirap,1,8540922.817910347,12,10,5,1,0
640,Travel & Tourism,Bihar - Araria,3,230030863.81210136,38,8,1,0,0
641,AgriTech,Haryana - Fatehabad,2,21570534.254139155,21,4,0,0,0
642,D2C Brands,Haryana - Kaithal,2,118159808.36971614,12,22,19,0,1
643,Travel & Tourism,Himachal Pradesh - Shimla,5,102689933.00551386,49,6,18,0,1
644,Retail,Telangana - Suryapet,2,136126728.49225914,48,20,22,0,0
645,FinTech,Meghalaya - West Garo Hills,3,209031381.94178694,39,24,6,0,0
646,SaaS,Madhya Pradesh - Rajgarh,1,46343730.723525435,46,21,21,0,1
